;original_name;collection_doi;data_doi;sha1
0;0001_Left.jpeg;;10.34847/nkl.86f240oa;198276bcb96705bc5bc3056fb632e553aaf706c7
1;0001_Left.jpeg;;10.34847/nkl.86f240oa;42689d68f2c2539f798827e73d404a68ee27804d
2;0001_Main_frame.jpg;;10.34847/nkl.86f240oa;047498b36aab596f0afaa5b1eef97e3e992c4e8f
3;0001_Main_frame.jpg;;10.34847/nkl.86f240oa;984ce524ba47bdbf43803887721d5a1000a78bae
4;0002_Main_frame.jpg;;10.34847/nkl.86f240oa;f8e9566b6402fe4f7fdf836cf67c60d436bc5b37
5;0002_Right.jpeg;;10.34847/nkl.86f240oa;c9772614b252058a7d421c86e66eb2b58e178fb9
6;0003_Left.jpeg;;10.34847/nkl.86f240oa;4c2dc39ba9a05097e5080baf2945d40772f32cf5
7;0003_Main_frame.jpg;;10.34847/nkl.86f240oa;c0345d080e8d71b062f82bfad0829593a73f047c
8;0004_Main_frame.jpg;;10.34847/nkl.86f240oa;badf06bf4fff2c5613b817dc9e8f059c6def434a
9;0004_Right.jpeg;;10.34847/nkl.86f240oa;14e7598dd22aab107885d1484aa2f2277cd69a30
10;0005_Left.jpeg;;10.34847/nkl.86f240oa;cf9573d7c49cc7c39619669ec6f704ac0fbb00eb
11;0005_Main_frame.jpg;;10.34847/nkl.86f240oa;71650905408d454f03a03362192a59e15526d686
12;0006_Main_frame.jpg;;10.34847/nkl.86f240oa;0150bba2ca38c93c79e74d9caa5059b8863efa3e
13;0006_Right.jpeg;;10.34847/nkl.86f240oa;6f824709f89f7a3a55d0808d99e1a262c8e98279
14;0007_Left.jpeg;;10.34847/nkl.86f240oa;c7e2d100c47f74d37ddcbee91c336cede86123ce
15;0007_Main_frame.jpg;;10.34847/nkl.86f240oa;82a37b87538dcb8ff5cf5a4667b1bb74ae2c44d6
16;0008_Main_frame.jpg;;10.34847/nkl.86f240oa;bf8185c42dbb908e2b4c838e6963d26e03509785
17;0008_Right.jpeg;;10.34847/nkl.86f240oa;018c68e26e17b5cf2703147bb560a20da65e20e8
18;0009_Left.jpeg;;10.34847/nkl.86f240oa;9440709380c74acb614a845bca365eb08d3e565e
19;0009_Main_frame.jpg;;10.34847/nkl.86f240oa;87756cda6b3ed167ebb6667213c1d0180e359b8f
20;0010_Main_frame.jpg;;10.34847/nkl.86f240oa;c387a357bb4b4e4216ba3f0eefe8591e024a32a0
21;0010_Right.jpeg;;10.34847/nkl.86f240oa;88452e0abd4c01ac067b5d22d4443814267f6c83
22;0011_Left.jpeg;;10.34847/nkl.86f240oa;84c2ea56639e8771fe91c94b215720940c7cc7c1
23;0011_Main_frame.jpg;;10.34847/nkl.86f240oa;e1cf3f4a51a04c0d53d4809593cf2d718b495ea2
24;0012_Main_frame.jpg;;10.34847/nkl.86f240oa;c4249043fa3c9060e1c8a1f0b0d27537cfd4ea8b
25;0012_Right.jpeg;;10.34847/nkl.86f240oa;aee4eab46c03261891aa491ac341c9a70ecdc3fd
26;0013_Left.jpeg;;10.34847/nkl.86f240oa;d4acabf37212dc7b56075df6d0c1a77b0c20df34
27;0013_Main_frame.jpg;;10.34847/nkl.86f240oa;c4b4dcba9d4d02b12075d446e2acfd0d05c4b165
28;0014_Main_frame.jpg;;10.34847/nkl.86f240oa;9f2926b3c0a43c1e3f89e5005498293f196519d0
29;0014_Right.jpeg;;10.34847/nkl.86f240oa;efe0d8a46a36aea1d8ccf4fc6227b40db93944b7
30;0015_Left.jpeg;;10.34847/nkl.86f240oa;2eb6ed537653a5ca9fde872a6590459f1e621781
31;0016_Right.jpeg;;10.34847/nkl.86f240oa;14dca7948c363bf232abfb9cde2abfb0842b307d
32;0017_Left.jpeg;;10.34847/nkl.86f240oa;084113eb6571638f66a187803aa71de2d9533c0b
33;0018_Right.jpeg;;10.34847/nkl.86f240oa;d4e2a099f10052284754253a8480973cc2399a23
34;0019_Left.jpeg;;10.34847/nkl.86f240oa;e74ecff74bb035b71e0a6fe98a2368097b960a5c
35;0020_Right.jpeg;;10.34847/nkl.86f240oa;4ef5ba43acfd500ce393d6859b50cee4d9ed63ae
36;FRAN_0393_00016_L.jpg;;10.34847/nkl.86f240oa;527ebdfbcf278592099a8952f44a0803c7d578be
37;FRAN_0393_00017_L.jpg;;10.34847/nkl.86f240oa;0e6ee8d1406b9cc68e79f054d0752a5e47d7c12b
38;FRAN_0393_00018_L.jpg;;10.34847/nkl.86f240oa;40ae656b0063ab0c35eab5d34d4c2a60856695dc
39;FRAN_0393_00019_L.jpg;;10.34847/nkl.86f240oa;bb982a676c46cc048add5c84c482ce1dcea052df
40;FRAN_0393_00041_L.jpg;;10.34847/nkl.86f240oa;8f174505401bbe9d46286ee53dc9e97fa808d10f
41;FRAN_0393_00042_L.jpg;;10.34847/nkl.86f240oa;cba5b73c301998c803a4305448cab417053812da
42;FRAN_0393_00085_L.jpg;;10.34847/nkl.86f240oa;4a0661cfc391c538db5715c90474bb0235033dfd
43;FRAN_0393_00086_L.jpg;;10.34847/nkl.86f240oa;bdfaaacb9e4fe1673af156016dd79e1d2bfe41a6
44;FRAN_0393_00087_L.jpg;;10.34847/nkl.86f240oa;5a9daa5ee50b0ccf40c57c38d4bb661b400bbd1d
45;FRAN_0393_00129_L.jpg;;10.34847/nkl.86f240oa;0582e96dd9feb68adc104dc945d89732a975c13a
46;FRAN_0393_00130_L.jpg;;10.34847/nkl.86f240oa;6125808425f27ea8815ccc7d25aaf096e7ffb0da
47;FRAN_0393_00131_L.jpg;;10.34847/nkl.86f240oa;1785d72666e21d4ebc417e98dd808a50be7f6634
48;FRAN_0393_00132_L.jpg;;10.34847/nkl.86f240oa;231502252075f48e9c5ab7c6f1a035d22748ba5c
49;FRAN_0393_00156_L.jpg;;10.34847/nkl.86f240oa;d299c0e0eaea80b5f63f61c333b5fea96f03b24e
50;FRAN_0393_00157_L.jpg;;10.34847/nkl.86f240oa;01c28e8674477e3e6e53716299756259e4efb304
51;FRAN_0393_00207_L.jpg;;10.34847/nkl.86f240oa;6a9f0dde03f2773169f9893c444eaf29e1127a66
52;FRAN_0393_00208_L.jpg;;10.34847/nkl.86f240oa;caf9e767cf5244a58a09e27d7ee450ed07244c13
53;FRAN_0393_00209_L.jpg;;10.34847/nkl.86f240oa;aeb8a5dea709ab3f413f1e638f7a62c61c6b26ef
54;FRAN_0393_00228_L.jpg;;10.34847/nkl.86f240oa;bc5ae7d09b3d99a1c0ecdeb35c1648c7cd73452f
