;original_name;collection_doi;data_doi;sha1
0;bellelay_001.jpg;;10.34847/nkl.1a6a50q2;7693c4fe4aaeb728e7f7f062ad9f908edf3e64c6
1;bellelay_001.jpg;;10.34847/nkl.1a6a50q2;c68c11bb9e896a2cc7e6c6f398e0aad84dfe8520
2;bellelay_002.jpg;;10.34847/nkl.1a6a50q2;133072a6ebc7aa92cecb87cbbdfbe40387bfb135
3;bellelay_002.jpg;;10.34847/nkl.1a6a50q2;5a2030775ca4836793f00652c147f6bcc76aef88
4;bellelay_003.jpg;;10.34847/nkl.1a6a50q2;48ce5ffb9f82a03caab1f1e264314e9f30528530
5;bellelay_003.jpg;;10.34847/nkl.1a6a50q2;d110e580d4791f259f9bbc427d45b8c81f04455d
6;bellelay_004.jpg;;10.34847/nkl.1a6a50q2;1844b18e5b182de195847894fe88611704c90812
7;bellelay_004.jpg;;10.34847/nkl.1a6a50q2;381b68414d9fc1b4495431825228bf56c72b4c8a
8;bellelay_005.jpg;;10.34847/nkl.1a6a50q2;8091dd1eebc5f04adbf921544d1ad1366fbd8bbf
9;bellelay_005.jpg;;10.34847/nkl.1a6a50q2;8e1e627d31ec48ff901a04634864ec78185f2d8e
10;bellelay_006.jpg;;10.34847/nkl.1a6a50q2;ccd36008b1db33f00db3333f502b7ba6311266e9
11;bellelay_006.jpg;;10.34847/nkl.1a6a50q2;6a83ff710e16eb35099c1f102396bc1c3066aa58
12;bellelay_007.jpg;;10.34847/nkl.1a6a50q2;6ed3d032d76ab69258f10e317f2cc55d87e2848e
13;bellelay_007.jpg;;10.34847/nkl.1a6a50q2;9f022c2edd1bb3e26e7bfbae2a992960656563af
14;bellelay_008.jpg;;10.34847/nkl.1a6a50q2;a034d0f75a0528a5f3fb452db96e5790016187df
15;bellelay_008.jpg;;10.34847/nkl.1a6a50q2;8689682676c9e97f5919877db19da11a98a9b140
16;bellelay_009.jpg;;10.34847/nkl.1a6a50q2;7a940792a8f828c821e5835e8d0b981596975904
17;bellelay_009.jpg;;10.34847/nkl.1a6a50q2;acf43b74f094249869cece77c9057e70582143c4
18;bellelay_010.jpg;;10.34847/nkl.1a6a50q2;85e7597c9becb24c5025414465fa7882689ac7e9
19;bellelay_010.jpg;;10.34847/nkl.1a6a50q2;59f0e09e332635ea312b055f784acca47c42f201
20;bellelay_011.jpg;;10.34847/nkl.1a6a50q2;7f06a69ad1e8011d6f890d7b1202332c414eed72
21;bellelay_012.jpg;;10.34847/nkl.1a6a50q2;e7ffcc743ce0cf655bb9f31e8fa7e1b4f515ca0b
22;bellelay_013.jpg;;10.34847/nkl.1a6a50q2;448d2e77805252c0b8e8f143d9d77cabc6520915
23;bellelay_014.jpg;;10.34847/nkl.1a6a50q2;cff65b2f1cb1eec836128346b9ca84740a49ada4
24;bellelay_015.jpg;;10.34847/nkl.1a6a50q2;1a7fc68ff90a3ccf3443152dec04eed836ca4547
25;bellelay_016.jpg;;10.34847/nkl.1a6a50q2;bd6e7df65752efbcc072f393db574c6d536445f8
26;bellelay_017.jpg;;10.34847/nkl.1a6a50q2;ad16cdfead311ba20d053a3f57662a557b77f1c0
27;bellelay_018.jpg;;10.34847/nkl.1a6a50q2;157c8fbde25d56cf0626b9d96611258c3038edad
28;bellelay_019.jpg;;10.34847/nkl.1a6a50q2;95761cff634d9a89493e1cb4fbaa70288511aaad
29;bellelay_020.jpg;;10.34847/nkl.1a6a50q2;0fb4bb2d656408b4c67b58f8e707397df66b2981
30;bellelay_021.jpg;;10.34847/nkl.1a6a50q2;5889e430b219b6c72e4c0c5a665c4499f573f9ab
31;bellelay_022.jpg;;10.34847/nkl.1a6a50q2;68f4a7e8d2774d78c093f33c2c684efd0987f059
32;bellelay_023.jpg;;10.34847/nkl.1a6a50q2;2d44f1f56ab6875c3f8fd0aa3e2a3782b161590e
33;bellelay_024.jpg;;10.34847/nkl.1a6a50q2;88cbc0b688a565a14018734b580749b9550455f6
34;bellelay_025.jpg;;10.34847/nkl.1a6a50q2;3b8d487d55ddd710a98d2a1ba61389b1feedde46
35;bellelay_026.jpg;;10.34847/nkl.1a6a50q2;d736b403f0083cc2b32fb20772dd016a9a597b75
